year,life_expectancy,gdp_per_capita,population,number_of_child_deaths,income_per_person,country,continent
1994,75.03,2790.09867,10850585,1651,9004,Cuba,Americas
1995,75.23,2844.12054,10906043,1559,9266,Cuba,Americas
1996,75.48,3051.68284,10961012,1487,10029,Cuba,Americas
1997,75.71,3121.53877,11013983,1436,10323,Cuba,Americas
1998,76.01,3112.3453,11064097,1394,10413,Cuba,Americas
1999,76.28,3291.30449,11110004,1341,11067,Cuba,Americas
2000,76.58,3473.24349,11150736,1292,11622,Cuba,Americas
2001,76.86,3572.39606,11186542,1220,11915,Cuba,Americas
2002,77.11,3613.13636,11217998,1143,12050,Cuba,Americas
2003,77.3,3741.20641,11244885,1055,12353,Cuba,Americas
2004,77.45,3949.3478,11266941,970,13071,Cuba,Americas
2005,77.61,4385.00248,11284253,896,14076,Cuba,Americas
2006,77.81,4908.87933,11296233,845,15760,Cuba,Americas
2007,77.98,5261.89673,11303687,801,16899,Cuba,Americas
2008,78.13,5475.58107,11309754,777,17597,Cuba,Americas
2009,78.26,5550.70597,11318602,756,17859,Cuba,Americas
2010,78.39,5676.1414,11333051,736,18293,Cuba,Americas
2011,78.53,5824.10363,11354651,718,18796,Cuba,Americas
2012,78.62,5985.20153,11382146,693,19372,Cuba,Americas
2013,78.69,6133.47373,11412167,680,19963,Cuba,Americas
2014,78.78,6182.7737,11439767,665,19963,Cuba,Americas
2015,78.89,6444.98011,11461432,647,19963,Cuba,Americas
1990,71.82,13988.6576,10341169,2130,19965,Czechia,Europe
1991,72.03,12393.60008,10346750,2024,17689,Czechia,Europe
1992,72.37,12318.22051,10353318,1850,17581,Czechia,Europe
1993,72.7,12313.04032,10358972,1613,17574,Czechia,Europe
1994,72.99,12666.68851,10361242,1352,18078,Czechia,Europe
1995,73.34,13462.9868,10358456,1128,19215,Czechia,Europe
1996,73.76,14047.84332,10350570,926,20061,Czechia,Europe
1997,74.1,13979.36297,10338593,762,19947,Czechia,Europe
1998,74.44,13946.61807,10323488,624,19903,Czechia,Europe
1999,74.71,14160.91238,10306645,543,20210,Czechia,Europe
2000,74.99,14806.58347,10289594,491,21137,Czechia,Europe
2001,75.23,15294.62929,10271204,472,21864,Czechia,Europe
2002,75.38,15577.3922,10252439,495,22267,Czechia,Europe
2003,75.6,16143.26364,10239277,521,23076,Czechia,Europe
2004,75.88,16930.1897,10239536,553,24210,Czechia,Europe
2005,76.19,18011.3867,10258176,564,25734,Czechia,Europe
2006,76.52,19193.75482,10298288,571,27429,Czechia,Europe
2007,76.82,20151.17812,10356586,555,28778,Czechia,Europe
2008,77.09,20520.77996,10423794,541,29314,Czechia,Europe
2009,77.24,19424.27306,10486845,517,27736,Czechia,Europe
2010,77.47,19808.07109,10536286,486,28290,Czechia,Europe
2011,77.75,20118.58781,10568715,451,28797,Czechia,Europe
2012,78,19929.76407,10586755,419,28527,Czechia,Europe
2013,78.27,19826.79194,10594481,386,28380,Czechia,Europe
2014,78.6,20343.68375,10598526,347,29120,Czechia,Europe
2015,78.92,21381.70308,10603762,328,30381,Czechia,Europe
1970,70.61,19624.74976,78572984,29740,21127,Germany,Europe
1971,70.68,20202.43374,78786608,26540,21599,Germany,Europe
1972,70.9,20970.62643,78901707,22970,22396,Germany,Europe
1973,71.12,21903.40351,78936165,19610,23353,Germany,Europe
1974,71.34,22089.74897,78917220,16760,23551,Germany,Europe
1975,71.52,21980.08789,78866498,14850,23517,Germany,Europe
1976,71.9,23167.059260000002,78794496,13770,24784,Germany,Europe
1977,72.29,23996.77291,78701801,13580,25552,Germany,Europe
1978,72.48,24740.23653,78589311,13730,26312,Germany,Europe
1979,72.76,25755.65781,78454848,13800,27375,Germany,Europe
1980,72.96,26064.38931,78300650,13490,27622,Germany,Europe
1981,73.19,26162.45463,78126104,12900,27700,Germany,Europe
1982,73.44,26083.95215,77944848,11950,27497,Germany,Europe
1983,73.71,26563.64494,77790080,11010,28074,Germany,Europe
1984,74.02,27408.09981,77704336,10100,28975,Germany,Europe
1985,74.23,28108.89301,77717431,9351,29685,Germany,Europe
1986,74.45,28738.68261,77837500,8890,30341,Germany,Europe
1987,74.72,29096.91018,78054086,8511,30808,Germany,Europe
1988,74.94,30057.94148,78354017,8078,31719,Germany,Europe
1989,75.15,30988.58946,78715610,7690,32512,Germany,Europe
1990,75.28,32337.10102,79118326,7226,31287,Germany,Europe
1991,75.53,33742.21922,79564454,6667,32647,Germany,Europe
1992,75.83,34130.8524,80046157,6140,33023,Germany,Europe
1993,76.01,33583.00604,80520088,5613,32493,Germany,Europe
1994,76.24,34289.12475,80931041,5157,33176,Germany,Europe
1995,76.49,34782.56863,81240604,4853,33653,Germany,Europe
1996,76.74,34965.69089,81426337,4652,33830,Germany,Europe
1997,77.03,35560.20929,81499866,4529,34406,Germany,Europe
1998,77.31,36258.67443,81499232,4510,35081,Germany,Europe
1999,77.59,36955.28961,81481612,4446,35755,Germany,Europe
2000,77.89,37998.42531,81487757,4375,36765,Germany,Europe
2001,78.17,38577.72563,81535848,4158,37325,Germany,Europe
2002,78.4,38512.92004,81611868,3936,37262,Germany,Europe
2003,78.61,38218.34965,81686495,3673,36977,Germany,Europe
2004,78.91,38673.88811,81715659,3426,37418,Germany,Europe
2005,79.15,38969.3217,81671234,3161,37704,Germany,Europe
2006,79.4,40456.85738,81540353,3022,39143,Germany,Europe
2007,79.59,41831.86709,81344457,2930,40474,Germany,Europe
2008,79.76,42365.0975,81130944,2872,40989,Germany,Europe
2009,79.91,40086.10476,80965612,2827,38784,Germany,Europe
2010,80.09,41785.55691,80894785,2784,40429,Germany,Europe
2011,80.27,44125.33141,80933980,2734,42693,Germany,Europe
2012,80.43,44259.25991,81066228,2687,42822,Germany,Europe
2013,80.54,44354.73689,81265139,2641,42914,Germany,Europe
2014,80.76,45022.56535,81489660,2594,43418,Germany,Europe
2015,80.84,45412.55681,81707789,2545,43784,Germany,Europe
2010,63.69,1325.99072,851146,1608,2635,Djibouti,Africa
1960,72.18,21075.59952,4581101,1995,15336,Denmark,Europe
1961,72.44,22263.99853,4614027,1997,16211,Denmark,Europe
1962,72.32,23343.23405,4649346,1964,16977,Denmark,Europe
1963,72.41,23307.60992,4686279,1905,16958,Denmark,Europe
1964,72.49,25265.47696,4723629,1826,18412,Denmark,Europe
1965,72.37,26211.33679,4760460,1733,19112,Denmark,Europe
1966,72.45,26714.38425,4796487,1635,19487,Denmark,Europe
1967,72.93,27411.47329,4831752,1529,19988,Denmark,Europe
1968,73.14,28328.06847,4866068,1420,20708,Denmark,Europe
1969,73.23,29953.00938,4899291,1338,21946,Denmark,Europe
1970,73.35,30541.92613,4931241,1254,22243,Denmark,Europe
1971,73.49,31241.86663,4961762,1176,22728,Denmark,Europe
1972,73.62,32284.27457,4990546,1097,23844,Denmark,Europe
1973,73.83,33403.11631,5017248,1013,24615,Denmark,Europe
1974,74,32874.77597,5041419,943,24325,Denmark,Europe
1975,74.13,32302.68822,5062729,867,24148,Denmark,Europe
1976,74.18,34130.58966,5081267,796,25702,Denmark,Europe
1977,74.44,34660.81236,5097045,738,26095,Denmark,Europe
1978,74.44,35322.58788,5109690,679,26456,Denmark,Europe
1979,74.42,36599.22937,5118707,633,27385,Denmark,Europe
1980,74.38,36378.19382,5123945,589,27290,Denmark,Europe
1981,74.45,36146.13259,5125298,547,27114,Denmark,Europe
1982,74.57,37505.54068,5123349,517,28013,Denmark,Europe
1983,74.59,38505.63876,5119607,497,28800,Denmark,Europe
1984,74.67,40130.85564,5116058,486,30145,Denmark,Europe
1985,74.71,41720.65741,5114243,493,31493,Denmark,Europe
1986,74.85,43708.25469,5114657,506,32666,Denmark,Europe
1987,74.97,43763.90411,5117277,532,32790,Denmark,Europe
1988,75.05,43736.68079,5122441,560,33227,Denmark,Europe
1989,75.11,43992.47843,5130361,575,33365,Denmark,Europe
1990,75.2,44569.01112,5141115,575,33786,Denmark,Europe
1991,75.32,45073.02521,5154908,563,34168,Denmark,Europe
1992,75.39,45803.40009,5171650,542,34721,Denmark,Europe
1993,75.43,45655.91862,5190742,515,34610,Denmark,Europe
1994,75.48,47928.3658,5211334,482,36332,Denmark,Europe
1995,75.57,49122.88193,5232704,454,37238,Denmark,Europe
1996,75.88,50262.2255,5254860,429,38101,Denmark,Europe
1997,76.19,51685.98052,5277711,408,39181,Denmark,Europe
1998,76.45,52640.93952,5300379,386,39905,Denmark,Europe
1999,76.56,54013.77798,5321774,371,40945,Denmark,Europe
2000,76.92,55850.63643,5341194,359,42338,Denmark,Europe
2001,77.12,56108.96272,5358062,350,42534,Denmark,Europe
2002,77.28,56190.81452,5372801,343,42596,Denmark,Europe
2003,77.52,56256.76761,5386968,338,42646,Denmark,Europe
2004,77.78,57608.73489,5402761,329,43670,Denmark,Europe
2005,78.08,58792.67138,5421702,319,44568,Denmark,Europe
2006,78.34,60892.76661,5444303,309,46160,Denmark,Europe
2007,78.61,61174.54515,5469957,300,46374,Denmark,Europe
2008,78.91,60504.7753,5497795,289,45866,Denmark,Europe
2009,79.17,57229.05164,5526447,282,43383,Denmark,Europe
2010,79.49,58041.41122,5554844,265,43998,Denmark,Europe
2011,79.84,58575.61892,5582873,250,44403,Denmark,Europe
2012,80.14,58487.78637,5610660,231,44337,Denmark,Europe
2013,80.39,58788.08179,5637817,211,44564,Denmark,Europe
2014,80.66,59437.933900000004,5663914,196,45082,Denmark,Europe
2015,80.74,59967.74282,5688695,187,45484,Denmark,Europe
1960,56.95,1326.90528,3294042,23220,2651,Dominican Republic,Americas
1961,57.81,1253.49312,3406299,23430,2511,Dominican Republic,Americas
1962,58.67,1419.27185,3521278,23560,2847,Dominican Republic,Americas
1963,59.5,1462.81596,3638628,23630,2939,Dominican Republic,Americas
1964,60.32,1512.18182,3757956,23580,3040,Dominican Republic,Americas
1965,61.13,1282.1533,3878948,23450,2583,Dominican Republic,Americas
1966,61.92,1410.26341,4001375,23230,2844,Dominican Republic,Americas
1967,62.7,1413.48162,4125109,22960,2855,Dominican Republic,Americas
1968,63.48,1375.21382,4250025,22650,2780,Dominican Republic,Americas
1969,64.22,1481.07512,4376054,22310,2999,Dominican Republic,Americas
1970,64.95,1701.61899,4503114,21950,3229,Dominican Republic,Americas
1971,65.34,1834.46564,4631114,21550,3478,Dominican Republic,Americas
1972,65.79,1970.33576,4759934,21100,3810,Dominican Republic,Americas
1973,66.31,2165.50928,4889436,20600,4165,Dominican Republic,Americas
1974,66.76,2236.01316,5019473,20080,4299,Dominican Republic,Americas
1975,67.14,2292.54895,5149935,19500,4399,Dominican Republic,Americas
1976,67.52,2386.19454,5280723,18920,4587,Dominican Republic,Americas
1977,67.94,2444.36597,5411865,18340,4702,Dominican Republic,Americas
1978,68.43,2437.39864,5543517,17770,4704,Dominican Republic,Americas
1979,68.05,2488.40809,5675931,17250,4798,Dominican Republic,Americas
1980,69.15,2625.03593,5809269,16780,4979,Dominican Republic,Americas
1981,69.47,2675.52056,5943591,16380,5072,Dominican Republic,Americas
1982,69.74,2660.43936,6078820,16050,5053,Dominican Republic,Americas
1983,69.92,2722.63365,6214857,15720,5166,Dominican Republic,Americas
1984,69.97,2697.4076,6351572,15380,5075,Dominican Republic,Americas
1985,69.97,2584.29673,6488856,14960,4847,Dominican Republic,Americas
1986,69.98,2619.7279,6626542,14520,4894,Dominican Republic,Americas
1987,69.96,2825.89029,6764624,14010,5159,Dominican Republic,Americas
1988,70.23,2828.8175,6903316,13480,5094,Dominican Republic,Americas
1989,70.61,2894.75371,7042937,12980,5634,Dominican Republic,Americas
1990,70.82,2683.25634,7183647,12520,5267,Dominican Republic,Americas
1991,71.11,2656.09589,7325622,12130,5214,Dominican Republic,Americas
1992,71.39,2897.60003,7468551,11770,5652,Dominican Republic,Americas
1993,71.6,3052.58167,7611465,11440,5946,Dominican Republic,Americas
1994,71.82,3074.76346,7753052,11060,5972,Dominican Republic,Americas
1995,72.09,3192.19326,7892423,10650,6189,Dominican Republic,Americas
1996,72.19,3325.4235,8029113,10200,6517,Dominican Republic,Americas
1997,72.53,3561.30159,8163472,9704,6923,Dominican Republic,Americas
1998,72.66,3739.54385,8296375,9235,7290,Dominican Republic,Americas
1999,73.01,3899.28833,8429112,8849,7657,Dominican Republic,Americas
2000,73.21,4017.43117,8562622,8580,7964,Dominican Republic,Americas
2001,73.39,4052.58149,8697126,8390,7982,Dominican Republic,Americas
2002,73.49,4169.94555,8832285,8313,8315,Dominican Republic,Americas
2003,73.52,4051.68314,8967760,8307,8169,Dominican Republic,Americas
2004,73.28,4094.07626,9102998,8276,8153,Dominican Republic,Americas
2005,73.48,4414.81209,9237566,8206,8778,Dominican Republic,Americas
2006,73.64,4751.04136,9371338,8076,9577,Dominican Republic,Americas
2007,73.91,5031.9537,9504353,7908,10265,Dominican Republic,Americas
2008,74.22,5122.22509,9636520,7707,10449,Dominican Republic,Americas
2009,74.43,5101.21675,9767758,7504,10406,Dominican Republic,Americas
2010,74.6,5453.92686,9897985,7348,11124,Dominican Republic,Americas
2011,74.73,5552.39563,10027095,7221,11321,Dominican Republic,Americas
2012,74.94,5631.46807,10154950,7094,11491,Dominican Republic,Americas
2013,75.12,5833.43517,10281296,7000,11888,Dominican Republic,Americas
2014,75.33,6203.72597,10405844,6854,12639,Dominican Republic,Americas
2015,75.52,6562.76709,10528394,6710,13372,Dominican Republic,Americas
1960,52.01,2466.03824,11124888,125500,6517,Algeria,Africa
1961,52.58,2078.22193,11404859,128200,5644,Algeria,Africa
1962,53.17,1628.38872,11690153,133000,4515,Algeria,Africa
1963,53.76,2133.31861,11985136,139300,5594,Algeria,Africa
1964,54.32,2200.81388,12295970,145600,5738,Algeria,Africa
1965,54.89,2276.147,12626952,151300,5964,Algeria,Africa
1966,55.43,2107.80039,12980267,155900,5523,Algeria,Africa
1967,55.96,2242.45042,13354197,158500,5860,Algeria,Africa
1968,56.46,2414.0167,13744387,159800,6373,Algeria,Africa
1969,56.97,2543.56327,14144438,160500,6806,Algeria,Africa
1970,57.49,2691.80232,14550034,161000,7290,Algeria,Africa
1971,57.76,2321.3504,14960109,161100,6485,Algeria,Africa
1972,58.16,2877.74526,15377093,160600,7625,Algeria,Africa
1973,58.54,2906.7005,15804428,159600,7651,Algeria,Africa
1974,59.06,3039.42057,16247113,157700,7886,Algeria,Africa
1975,59.5,3104.49357,16709099,154800,8198,Algeria,Africa
1976,59.99,3270.68036,17190239,150800,8483,Algeria,Africa
1977,60.57,3345.37802,17690184,145600,8977,Algeria,Africa
1978,61.17,3548.90007,18212326,139100,9829,Algeria,Africa
1979,61.85,3702.77745,18760761,131400,10399,Algeria,Africa
1980,62.13,3620.70354,19337715,122100,10273,Algeria,Africa
1981,63.37,3616.01631,19943664,110400,10268,Algeria,Africa
1982,64.4,3729.25718,20575701,97220,10591,Algeria,Africa
1983,65.67,3809.80376,21228289,83670,10814,Algeria,Africa
1984,66.86,3900.85048,21893853,70860,11070,Algeria,Africa
1985,68.03,3924.70927,22565905,60270,11156,Algeria,Africa
1986,68.73,3825.90402,23241272,52370,10846,Algeria,Africa
1987,69.43,3691.64756,23917897,46760,10500,Algeria,Africa
1988,70.04,3554.62274,24591492,43020,10006,Algeria,Africa
1989,70.55,3613.14659,25257672,40480,10237,Algeria,Africa
1990,71,3550.03267,25912367,38690,10237,Algeria,Africa
1991,71.4,3422.63862,26554329,37340,9869,Algeria,Africa
1992,71.73,3403.90345,27181094,36180,9815,Algeria,Africa
1993,71.96,3259.84368,27786259,34880,9400,Algeria,Africa
1994,72.13,3164.89858,28362253,33370,9126,Algeria,Africa
1995,72.31,3223.55756,28904298,31630,9295,Algeria,Africa
1996,72.79,3297.86337,29411415,29730,9509,Algeria,Africa
1997,72.95,3281.10214,29886839,27660,9461,Algeria,Africa
1998,73.12,3397.4102,30335732,25770,9796,Algeria,Africa
1999,73.55,3457.13705,30765613,24230,9969,Algeria,Africa
2000,73.87,3541.07204,31183660,23110,10211,Algeria,Africa
2001,74.13,3600.43725,31592153,22270,10382,Algeria,Africa
2002,74.44,3754.51628,31995046,21740,10826,Algeria,Africa
2003,74.55,3974.17503,32403514,21520,11460,Algeria,Africa
2004,75.06,4091.14424,32831096,21580,11797,Algeria,Africa
2005,75.36,4273.31275,33288437,21840,12322,Algeria,Africa
2006,75.63,4282.32823,33777915,22340,12348,Algeria,Africa
2007,75.87,4359.37575,34300076,23030,12570,Algeria,Africa
2008,76.12,4390.49963,34860715,23740,12660,Algeria,Africa
2009,76.31,4386.0389,35465760,24340,12647,Algeria,Africa
2010,76.55,4463.39467,36117637,24680,12870,Algeria,Africa
2011,76.71,4504.9201,36819558,24900,12990,Algeria,Africa
2012,76.85,4564.43502,37565847,24980,13162,Algeria,Africa
2013,76.98,4596.21963,38338562,24920,13253,Algeria,Africa
2014,77.1,4675.88502,39113313,24680,13483,Algeria,Africa
2015,77.28,4759.59524,39871528,24270,13724,Algeria,Africa
1960,57.55,2244.44638,4545550,33700,4450,Ecuador,Americas
1961,58.28,2215.09177,4676859,33270,4450,Ecuador,Americas
1962,58.98,2250.61394,4812890,33240,4569,Ecuador,Americas
1963,59.61,2271.3713,4953733,33420,4565,Ecuador,Americas
1964,60.19,2378.82512,5099468,33710,4759,Ecuador,Americas
1965,60.71,2419.57711,5250119,33860,5079,Ecuador,Americas
1966,61.2,2341.96732,5405685,33960,5072,Ecuador,Americas
1967,61.67,2379.59523,5566057,33960,5195,Ecuador,Americas
1968,62.13,2355.2763,5730906,33900,5331,Ecuador,Americas
1969,62.61,2394.65861,5899845,33700,5467,Ecuador,Americas
1970,63.1,2486.44241,6072527,33480,5687,Ecuador,Americas
1971,63.46,2568.33611,6248835,33120,5828,Ecuador,Americas
1972,63.81,2621.73788,6428711,32570,5995,Ecuador,Americas
1973,64.26,2904.70996,6611916,31850,6535,Ecuador,Americas
1974,64.78,3141.76575,6798206,30970,6706,Ecuador,Americas
1975,65.27,3392.08785,6987391,30050,6843,Ecuador,Americas
1976,65.76,3545.57728,7179399,29060,7277,Ecuador,Americas
1977,66.29,3507.29695,7374234,28080,7504,Ecuador,Americas
1978,66.78,3610.6403100000002,7571959,27080,7785,Ecuador,Americas
1979,67.23,3648.75353,7772653,26160,7962,Ecuador,Americas
1980,67.75,3687.39406,7976445,25230,8081,Ecuador,Americas
1981,68.3,3795.97112,8183194,24300,8166,Ecuador,Americas
1982,68.74,3723.86298,8392940,23350,8018,Ecuador,Americas
1983,69.03,3619.34721,8606213,22440,7626,Ecuador,Americas
1984,69.46,3622.79217,8823751,21580,7712,Ecuador,Americas
1985,69.88,3672.84767,9045979,20770,7813,Ecuador,Americas
1986,70.24,3707.10753,9272906,20030,7819,Ecuador,Americas
1987,69.02,3607.54707,9504129,19320,7126,Ecuador,Americas
1988,70.86,3727.85473,9739176,18660,7670,Ecuador,Americas
1989,71.17,3675.45432,9977377,18010,7471,Ecuador,Americas
1990,71.44,3720.93663,10218091,17320,7472,Ecuador,Americas
1991,71.56,3790.50881,10460990,16570,7612,Ecuador,Americas
1992,71.96,3782.18856,10705667,15820,7595,Ecuador,Americas
1993,72.14,3770.34631,10951202,15000,7571,Ecuador,Americas
1994,72.58,3844.78444,11196479,14240,7721,Ecuador,Americas
1995,72.82,3847.50729,11440583,13530,7726,Ecuador,Americas
1996,73.14,3832.76269,11683479,12880,7697,Ecuador,Americas
1997,73.47,3917.656,11924993,12340,7867,Ecuador,Americas
1998,73.7,3966.17349,12163885,11830,7964,Ecuador,Americas
1999,74.04,3706.64978,12398691,11320,7443,Ecuador,Americas
2000,74.27,3678.90232,12628596,10850,7388,Ecuador,Americas
2001,74.59,3759.89486,12852755,10420,7550,Ecuador,Americas
2002,74.83,3848.26685,13072060,9972,7728,Ecuador,Americas
2003,75.08,3888.3419,13289601,9585,7808,Ecuador,Americas
2004,75.35,4139.08057,13509647,9265,8312,Ecuador,Americas
2005,75.61,4286.51525,13735233,9003,8608,Ecuador,Americas
2006,75.84,4400.8596,13967480,8829,8837,Ecuador,Americas
2007,76.04,4421.90243,14205453,8706,8880,Ecuador,Americas
2008,76.28,4624.19658,14447562,8634,9286,Ecuador,Americas
2009,76.51,4573.24708,14691275,8508,9184,Ecuador,Americas
2010,76.72,4657.30236,14934690,8332,9352,Ecuador,Americas
2011,76.99,4943.4227,15177355,8139,9927,Ecuador,Americas
2012,77.24,5140.26291,15419666,7868,10322,Ecuador,Americas
2013,77.49,5311.21212,15661547,7602,10665,Ecuador,Americas
2014,77.75,5428.71403,15903112,7333,10923,Ecuador,Americas
2015,77.94,5352.87646,16144368,7079,10777,Ecuador,Americas
1960,47.53,631.12839,26996533,402100,2030,Egypt,Africa
1961,48.09,641.1322,27744712,397500,2082,Egypt,Africa
1962,48.61,666.79187,28506176,385500,2079,Egypt,Africa
1963,49.09,707.92529,29281250,369500,2103,Egypt,Africa
1964,49.55,745.45802,30071102,354900,2414,Egypt,Africa
1965,49.99,763.34967,30875964,344300,2478,Egypt,Africa
1966,50.37,751.41952,31697616,338500,2417,Egypt,Africa
1967,50.71,736.68413,32534021,336000,2347,Egypt,Africa
1968,51,737.61438,33377259,335500,2429,Egypt,Africa
1969,51.26,768.53285,34216826,335400,2580,Egypt,Africa
1970,51.53,792.35195,35046273,334000,3015,Egypt,Africa
1971,52.45,800.94223,35863382,331300,3048,Egypt,Africa
1972,52.71,799.13764,36673642,325300,3097,Egypt,Africa
1973,53.05,787.28981,37488067,316600,3051,Egypt,Africa
1974,54.04,789.29927,38322022,307900,3060,Egypt,Africa
1975,54.8,840.86116,39187702,300500,3146,Egypt,Africa
1976,55.48,942.18569,40089032,294700,3499,Egypt,Africa
1977,56.23,1038.84114,41026477,290400,3689,Egypt,Africa
1978,57.1,1073.29316,42004655,286800,3892,Egypt,Africa
1979,58.11,1111.04456,43027816,282300,4196,Egypt,Africa
1980,58.82,1192.58146,44099142,276300,4508,Egypt,Africa
1981,59.18,1206.7987,45216506,268200,4480,Egypt,Africa
1982,59.77,1293.09573,46379620,257000,4679,Egypt,Africa
1983,60.39,1353.34791,47594556,243600,4960,Egypt,Africa
